4	1	1487448493
28	1	1487449337
10	1	1487449574
4	1	1487449724
2	1	1487449814
7	1	1487450029
18	1	1487450533
4	1	1487451372
13	1	1487451721
1	1	1487451780
11	1	1487452116
3	1	1487452214
12	1	1487452570
14	1	1487453086
2	1	1487453233
8	1	1487453504
4	1	1487453617
15	1	1487454110
24	1	1487454826
5	1	1487455025
3	1	1487455144
11	1	1487455483
60	1	1487457373
2	1	1487457446
1	1	1487457508
1	1	1487457558
15	1	1487457963
9	1	1487458278
11	1	1487458567
2	1	1487458632
6	1	1487458911
19	1	1487459488
8	1	1487459728
2	1	1487459820
5	1	1487459972
9	1	1487460259
2	1	1487460361
46	1	1487461615
4	1	1487461741
41	1	1487462787
17	1	1487463371
26	1	1487464218
16	1	1487464712
25	1	1487465688
6	1	1487465883
