2	1	1487698379
5	1	1487698648
10	1	1487699009
10	1	1487699300
3	1	1487699387
3	1	1487699537
1	1	1487699586
2	1	1487699668
3	1	1487699791
3	1	1487699905
5	1	1487700034
20	1	1487700647
2	1	1487700747
4	1	1487700879
13	1	1487701270
2	1	1487701380
2	1	1487701453
2	1	1487701541
6	1	1487701729
15	1	1487702182
2	1	1487702247
3	1	1487702441
12	1	1487702816
5	1	1487703045
11	1	1487703532
14	1	1487703959
10	1	1487704251
18	1	1487704847
29	1	1487705637
3	1	1487705736
18	1	1487706417
18	1	1487706882
43	1	1487708180
16	1	1487708623
