2	1	1487877395
2	1	1487877601
4	1	1487877779
13	1	1487878335
3	1	1487878474
3	1	1487878581
4	1	1487878773
6	1	1487879008
3	1	1487879174
24	1	1487879761
21	1	1487882572
2	1	1487882668
3	1	1487882795
6	1	1487882989
3	1	1487883120
4	1	1487883289
3	1	1487883399
19	1	1487884030
4	1	1487884152
25	1	1487884976
5	1	1487885164
4	1	1487885277
6	1	1487885468
4	1	1487885654
67	1	1487887635
22	1	1487888379
19	1	1487888861
13	1	1487889343
13	1	1487889673
33	1	1487890698
12	1	1487891019
18	1	1487891722
20	1	1487892304
10	1	1487892695
5	1	1487892945
13	1	1487893346
25	1	1487894296
17	1	1487894768
3	1	1487894875
12	1	1487895266
3	1	1487895355
8	1	1487895654
8	1	1487896039
6	1	1487896251
56	1	1487898136
66	1	1487900193
4	1	1487900299
4	1	1487900530
20	1	1487901179
10	1	1487901456
